"名称","個別医薬品コード","長径","短径","直径","厚さ"
"カルボシステイン錠500mg「NIG」","2233002F2170","16.0","6.7","","6.4"
"クリアナール錠200mg","2233004F1025","","","8.1","4.2"
"スペリア錠200","2233004F1033","","","8.1","4.2"
"ブロムヘキシン塩酸塩錠4mg「クニヒロ」","2234001F1339","","","7.0","2.4"
"ブロムヘキシン塩酸塩錠4mg「日医工」","2234001F1355","","","7.0","2.3"
"ブロムヘキシン塩酸塩錠4mg「サワイ」","2234001F1363","","","5.0","2.4"
"ブロムヘキシン塩酸塩錠4mg「トーワ」","2234001F1371","","","7.0","2.4"
"アンブロキソール塩酸塩錠15mg「サワイ」","2239001F1467","","","7.0","2.5"
"アンブロキソール塩酸塩錠15mg「タイヨー」","2239001F1475","","","7.0","2.3"
"アンブロキソール塩酸塩錠15mg「ZE」","2239001F1580","","","6.9","2.4"
"ムコサール錠15mg","2239001F1661","","","7.0","2.4"
"アンブロキソール塩酸塩錠15mg「クニヒロ」","2239001F1718","","","7.0","2.3"
"アンブロキソール塩酸塩錠15mg「YD」","2239001F1726","","","7","2.3"
"アンブロキソール塩酸塩錠15mg「日医工」","2239001F1734","","","6.0","2.3"
"アンブロキソール塩酸塩錠15mg「NP」","2239001F1750","","","6.9","2.4"
"アンブロキソール塩酸塩錠15mg「トーワ」","2239001F1769","","","7.0","2.4"
"アンブロキソール塩酸塩錠15mg「JG」","2239001F1777","","","6.5","2.6"
"アンブロキソール塩酸塩錠15mg「TCK」","2239001F1793","","","6.1","2.6"
"アンブロキソール塩酸塩錠15mg「ツルハラ」","2239001F1807","","","6.5","2.3"
"アンブロキソール塩酸塩錠15mg「アメル」","2239001F1815","","","6.0","2.1"
"アンブロキソール塩酸塩錠15mg「CEO」","2239001F1858","","","7.0","2.4"
"アンブロキソール塩酸塩錠15mg「杏林」","2239001F1866","","","7.1","2.2"
"アンブロキソール塩酸塩徐放OD錠45mg「ZE」","2239001G1020","","","10.0","6.0"
"アンブロキソール塩酸塩徐放OD錠45mg「サワイ」","2239001G1039","","","10.0","6.0"
"アンブロキソール塩酸塩徐放OD錠45mg「ニプロ」","2239001G1047","","","10.0","6.0"
"コデインリン酸塩錠5mg「シオエ」","2242001F1039","15","6.5","","5.2"
"アスベリン錠10","2249003F1039","","","7.0","2.7"
"アスベリン錠20","2249003F2027","","","7.0","3.2"
"テオドール錠50mg","2251001F1046","","","6.0","3.7"
"テオフィリン徐放錠50mg「サワイ」","2251001F1070","","","6.0","3.7"
"テオフィリン徐放錠50mg「ツルハラ」","2251001F1097","","","6.0","3.7"
"テオドール錠100mg","2251001F2115","","","9.6","3.9"
"テオフィリン徐放錠100mg「サワイ」","2251001F2166","","","8.0","2.8"
"テオフィリン徐放錠100mg「ツルハラ」","2251001F2182","","","8.5","4.2"
"テオドール錠200mg","2251001F3081","12.4","6.9","","5.9"
"テオフィリン徐放錠200mg「サワイ」","2251001F3154","","","10.0","4.9"
"テオフィリン徐放錠200mg「ツルハラ」","2251001F3162","","","9.2","3.9"
"ユニコン錠200","2251001G1025","","","9.5","2.8"
"テオフィリン徐放U錠200mg「トーワ」","2251001G1092","","","9.5","2.7"
"ユニコン錠400","2251001G2021","","","11.0","4.1"
"テオフィリン徐放U錠400mg「トーワ」","2251001G2080","","","11.0","4.0"
"ユニコン錠100","2251001G3036","","","6.4","2.9"
"テオフィリン徐放U錠100mg「トーワ」","2251001G3060","","","7.2","2.2"
"ブリカニール錠2mg","2252003F1085","","","7.0","2.7"
"サルブタモール錠2mg「日医工」","2254001F1102","","","6.0","2.4"
"メプチンミニ錠25μg","2259004F1110","","","5","2.2"
"メプチン錠50μg","2259004F2168","","","6","2.2"
"オンブレス吸入用カプセル150μg","2259710G1020","15.9","5.8","",""
"シーブリ吸入用カプセル50μg","2259712G1029","15.8","5.6","",""
"ウルティブロ吸入用カプセル","2259805G1027","15.8","5.6","",""
"アテキュラ吸入用カプセル低用量","2290806G1021","16.0","5.8","",""
"アテキュラ吸入用カプセル中用量","2290806G2028","16.0","5.8","",""
"アテキュラ吸入用カプセル高用量","2290806G3024","16.0","5.8","",""
"エナジア吸入用カプセル中用量","2290807G1026","16.0","5.8","",""
"エナジア吸入用カプセル高用量","2290807G2022","16.0","5.8","",""
"キョウベリン錠100","2314002F2022","","","8.2","3.9"
"ミヤBM錠","2316009F1022","","","9","4.2"
"ビオスリー配合錠","2316017F1035","","","8","4.2"
"ビオスリー配合OD錠","2316017F2023","","","6.5","2.5"
"ガスコン錠40mg","2318001F1063","","","8.6","4.15"
"ガスサール錠40mg","2318001F1187","","","8.5","4.7"
"ジメチコン錠40mg「YD」","2318001F1225","","","8.5","3.7"
"ジメチコン錠40mg「フソー」","2318001F1233","","","10","5.0"
"ジメチコン錠40mg「ホリイ」","2318001F1241","","","8.0","3.9"
"ガスコン錠80mg","2318001F3023","","","10.1","4.9"
"ジメチコン錠80mg「ホリイ」","2318001F3040","","","10.0","5.0"
"ロペラミド塩酸塩錠1mg「あすか」","2319001F1060","","","6.6","2.9"
"リーダイ配合錠","2319100F1080","","","8.2","4.4"
"アズレン錠2mg「ツルハラ」","2323001F1250","","","9.0","3.5"
"アズロキサ錠15mg","2323002F1025","","","8","3.8"
"タガメット錠200mg","2325001F1211","","","8.7","4.1"
"シメチジン錠200mg「クニヒロ」","2325001F1521","","","8.6","4.3"
"シメチジン錠200mg「サワイ」","2325001F1564","","","9.1","4.8"
"シメチジン錠200mg「ツルハラ」","2325001F1599","","","8.5","4.9"
"シメチジン錠400mg「クニヒロ」","2325001F2200","","","11.1","5.2"
"シメチジン錠400mg「サワイ」","2325001F2242","","","11.1","5.0"
"シメチジン錠400mg「ツルハラ」","2325001F2285","","","11","5"
"ガスター錠10mg","2325003F1024","","","7.1","3.6"
"ファモチジン錠10「サワイ」","2325003F1040","","","6.0","2.4"
"ファモチジン錠10mg「TCK」","2325003F1245","","","7.1","3.7"
"ファモチジン錠10mg「YD」","2325003F1253","","","7.6","3.7"
"ファモチジン錠10mg「日医工」","2325003F1261","","","7.6","3.7"
"ファモチジン錠10mg「テバ」","2325003F1296","","","6.6","3.1"
"ファモチジン錠10mg「トーワ」","2325003F1300","","","7.2","3.6"
"ファモチジン錠10mg「ツルハラ」","2325003F1326","","","6.1","2.6"
"ファモチジン錠10mg「杏林」","2325003F1334","","","6.8","3.2"
"ファモチジン錠10mg「クニヒロ」","2325003F1342","","","6.7","3.7"
"ファモチジン錠10mg「TBP」","2325003F1350","","","6.6","3.0"
"ファモチジン錠10mg「JG」","2325003F1369","","","6.8","3.8"
"ファモチジン錠10mg「ZE」","2325003F1393","","","7.2","3.6"
"ガスター錠20mg","2325003F2020","","","8.1","4.0"
"ファモチジン錠20「サワイ」","2325003F2055","","","7.0","2.4"
"ファモチジン錠20mg「TCK」","2325003F2250","","","8.0","4.3"
"ファモチジン錠20mg「YD」","2325003F2276","","","8.1","3.8"
"ファモチジン錠20mg「日医工」","2325003F2284","","","8.1","3.8"
"ファモチジン錠20mg「テバ」","2325003F2314","","","7.6","3.8"
"ファモチジン錠20mg「トーワ」","2325003F2322","","","8.2","3.8"
"ファモチジン錠20mg「ツルハラ」","2325003F2330","","","7.6","3.3"
"ファモチジン錠20mg「杏林」","2325003F2357","","","8.2","4.3"
"ファモチジン錠20mg「クニヒロ」","2325003F2365","","","7.2","3.8"
"ファモチジン錠20mg「TBP」","2325003F2373","","","7.6","3.6"
"ファモチジン錠20mg「JG」","2325003F2381","","","8.2","4.4"
"ファモチジン錠20mg「ZE」","2325003F2411","","","8.0","3.9"
"ガスターD錠10mg","2325003F3035","","","7.5","3.1"
"ファモチジンD錠10mg「サワイ」","2325003F3124","","","7.5","3.3"
"ファモチジンD錠10mg「EMEC」","2325003F3175","","","8.0","3.2"
"ファモチジンOD錠10mg「YD」","2325003F3183","","","6","2.9"
"ファモチジンOD錠10mg「ケミファ」","2325003F3205","","","7.5","3.4"
"ファモチジンOD錠10mg「オーハラ」","2325003F3213","","","7.6","2.9"
"ファモチジンOD錠10mg「テバ」","2325003F3221","","","7.5","3.4"
"ファモチジンOD錠10mg「トーワ」","2325003F3230","","","7.5","3.3"
"ファモチジンOD錠10mg「TBP」","2325003F3248","","","7.0","3.2"
"ファモチジンOD錠10mg「Me」","2325003F3272","","","6.0","2.9"
"ガスターD錠20mg","2325003F4031","","","8.5","3.6"
"ファモチジンD錠20mg「サワイ」","2325003F4147","","","8.5","3.6"
"ファモチジンD錠20mg「EMEC」","2325003F4198","","","8.5","3.5"
"ファモチジンOD錠20mg「YD」","2325003F4201","","","6","3.1"
"ファモチジンOD錠20mg「ケミファ」","2325003F4228","","","8.5","4.0"
"ファモチジンOD錠20mg「オーハラ」","2325003F4236","","","8.6","3.6"
"ファモチジンOD錠20mg「テバ」","2325003F4244","","","8.5","4.0"
"ファモチジンOD錠20mg「トーワ」","2325003F4252","","","8.5","3.6"
"ファモチジンOD錠20mg「TBP」","2325003F4260","","","8.0","3.1"
"ファモチジンOD錠20mg「Me」","2325003F4295","","","6.0","3.1"
"アシノン錠150mg","2325005F1031","","","8.2","4.3"
"ニザチジン錠150mg「YD」","2325005F1040","","","9","4.1"
"アシノン錠75mg","2325005F2020","","","6.7","3.3"
"ラフチジン錠5mg「TCK」","2325006F1060","","","5.6","2.7"
"ラフチジン錠5mg「YD」","2325006F1079","","","5.6","2.7"
"ラフチジン錠5mg「サワイ」","2325006F1087","","","5.6","2.6"
"ラフチジン錠5mg「トーワ」","2325006F1109","","","5.6","3.0"
"ラフチジン錠5mg「日医工」","2325006F1117","","","5.6","2.7"
"ラフチジン錠10mg「TCK」","2325006F2067","","","6.1","2.8"
"ラフチジン錠10mg「YD」","2325006F2075","","","6.1","2.8"
"ラフチジン錠10mg「サワイ」","2325006F2083","","","6.1","2.7"
"ラフチジン錠10mg「トーワ」","2325006F2105","","","6.1","3.0"
"ラフチジン錠10mg「日医工」","2325006F2113","","","6.1","2.8"
"アルジオキサ錠100mg「ツルハラ」","2329002F2173","","","7.0","2.9"
"アルジオキサ錠100mg「トーワ」","2329002F2181","","","8.0","4.1"
"アルジオキサ錠100mg「あすか」","2329002F2190","","","8.0","2.8"
"ノイエルカプセル200mg","2329004M1175","","","17.8",""
"ピレンゼピン塩酸塩錠25mg「日医工」","2329005F1219","","","7.1","2.4"
"ピレンゼピン塩酸塩錠25mg「サワイ」","2329005F1286","","","7.0","2.4"
"ドグマチール錠50mg","2329009F1110","","","6.1","2.7"
"スルピリド錠50mg「アメル」","2329009F1152","","","6.5","2.8"
"スルピリド錠50mg「CH」","2329009F1187","","","6.7","4.0"
"スルピリド錠50mg「サワイ」","2329009F1217","","","6.2","3.5"
"ソファルコン錠50mg「TCK」","2329011F1079","","","9.0","4.2"
"アプレース錠100mg","2329015F2022","","","8.1","4.1"
"トロキシピド錠100mg「オーハラ」","2329015F2146","","","7.1","3.5"
"イルソグラジンマレイン酸塩錠2mg「日医工」","2329020F1124","","","6.0","2.35"
"イルソグラジンマレイン酸塩錠2mg「サワイ」","2329020F1132","","","6.0","3.1"
"イルソグラジンマレイン酸塩錠2mg「NIG」","2329020F1167","","","7.0","2.5"
"イルソグラジンマレイン酸塩錠4mg「日医工」","2329020F2104","","","7.0","2.6"
"イルソグラジンマレイン酸塩錠4mg「サワイ」","2329020F2112","","","7.0","2.6"
"イルソグラジンマレイン酸塩錠4mg「NIG」","2329020F2147","","","8.0","3.2"
"レバミピド錠100mg「EMEC」","2329021F1030","","","8.1","3.4"
"レバミピド錠100mg「MED」","2329021F1056","","","8.1","3.5"
"レバミピド錠100mg「NP」","2329021F1064","","","8.1","3.4"
"レバミピド錠100mg「ZE」","2329021F1072","","","8.1","3.4"
"レバミピド錠100mg「あすか」","2329021F1080","","","7.5","3.7"
"レバミピド錠100mg「サワイ」","2329021F1099","","","8.1","3.5"
"ムコスタ錠100mg","2329021F1102","","","8.1","3.4"
"レバミピド錠100mg「NPI」","2329021F1137","","","8.2","3.5"
"レバミピド錠100mg「TCK」","2329021F1161","","","8.1","3.5"
"レバミピド錠100mg「ケミファ」","2329021F1196","","","8.2","3.5"
"レバミピド錠100mg「トーワ」","2329021F1218","","","8.1","3.5"
"レバミピド錠100mg「TSU」","2329021F1269","","","7.6","3.5"
"レバミピド錠100mg「YD」","2329021F1277","","","8.1","3.8"
"レバミピド錠100mg「杏林」","2329021F1307","","","8.1","3.5"
"レバミピド錠100mg「クニヒロ」","2329021F1315","","","8.1","3.4"
"レバミピド錠100mg「DSEP」","2329021F1323","","","8.1","3.4"
"レバミピド錠100mg「オーツカ」","2329021F1331","","","8.1","3.4"
"レバミピド錠100mg「Me」","2329021F1340","","","7.6","3.6"
"レバミピド錠100mg「VTRS」","2329021F1358","","","8.1","3.4"
"レバミピドOD錠100mg「YD」","2329021F2036","","","8","4.1"
"オメプラール錠20","2329022H1043","","","7.2","3.3"
"オメプラゾン錠20mg","2329022H1051","","","7.2","3.2"
"オメプラゾール錠20mg「アメル」","2329022H1086","","","7.2","3.9"
"オメプラゾール錠20「SW」","2329022H1094","","","7.2","3.6"
"オメプラゾール錠20mg「TSU」","2329022H1140","","","7.1","3.1"
"オメプラゾール錠20mg「ケミファ」","2329022H1191","","","7.1","3.2"
"オメプラゾール腸溶錠20mg「武田テバ」","2329022H1221","","","7.1","3.2"
"オメプラゾール錠20mg「トーワ」","2329022H1230","","","7.2","3.3"
"オメプラール錠10","2329022H2023","","","6.2","2.8"
"オメプラゾン錠10mg","2329022H2031","","","6.2","2.8"
"オメプラゾール錠10mg「アメル」","2329022H2082","","","6.3","3.6"
"オメプラゾール錠10「SW」","2329022H2090","","","6.2","3.5"
"オメプラゾール錠10mg「TSU」","2329022H2139","","","6.2","2.7"
"オメプラゾール錠10mg「ケミファ」","2329022H2163","","","6.2","3.1"
"オメプラゾール腸溶錠10mg「武田テバ」","2329022H2198","","","6.2","3.1"
"オメプラゾール錠10mg「トーワ」","2329022H2201","","","6.2","2.9"
"タケプロンOD錠15","2329023F1020","","","8.5","4.6"
"ランソプラゾールOD錠15mg「トーワ」","2329023F1071","","","9.0","4.7"
"ランソプラゾールOD錠15mg「サワイ」","2329023F1101","","","8.5","5.3"
"ランソプラゾールOD錠15mg「武田テバ」","2329023F1144","","","8.5","4.6"
"ランソプラゾールOD錠15mg「NIG」","2329023F1152","","","9.0","4.7"
"タケプロンOD錠30","2329023F2027","","","11.5","4.9"
"ランソプラゾールOD錠30mg「トーワ」","2329023F2078","","","12.0","5.5"
"ランソプラゾールOD錠30mg「サワイ」","2329023F2108","","","11.0","6.4"
"ランソプラゾールOD錠30mg「武田テバ」","2329023F2140","","","11.5","4.9"
"ランソプラゾールOD錠30mg「NIG」","2329023F2159","","","12.0","5.4"
"プロマックD錠75","2329027F1029","","","7.0","3.6"
"ポラプレジンクOD錠75mg「サワイ」","2329027F1037","","","7.0","3.4"
"ポラプレジンクOD錠75mg「JG」","2329027F1045","","","7.1","3.3"
"ラベプラゾールNa錠10mg「AA」","2329028F1031","","","6.7","3.7"
"ラベプラゾールNa錠10mg「YD」","2329028F1066","","","6.7","3.9"
"ラベプラゾールNa錠10mg「杏林」","2329028F1082","","","6.7","3.9"
"ラベプラゾールNa錠10mg「サワイ」","2329028F1104","","","6.9","3.6"
"ラベプラゾールNa錠10mg「トーワ」","2329028F1112","","","6.8","3.3"
"ラベプラゾールNa塩錠10mg「明治」","2329028F1155","","","6.9","3.6"
"ラベプラゾールナトリウム錠10mg「TCK」","2329028F1198","","","6.7","3.7"
"ラベプラゾールナトリウム錠10mg「サンド」","2329028F1228","","","6.8","3.3"
"ラベプラゾールナトリウム錠10mg「日医工」","2329028F1236","","","6.8","3.5"
"ラベプラゾールNa錠10mg「ニプロ」","2329028F1309","","","6.7","3.9"
"ラベプラゾールNa錠10mg「AFP」","2329028F1317","","","6.7","3.9"
"ラベプラゾールNa錠10mg「NIG」","2329028F1333","","","6.7","3.7"
"パリエット錠20mg","2329028F2020","","","7.2","3.6"
"ラベプラゾールNa錠20mg「AA」","2329028F2038","","","7.2","3.7"
"ラベプラゾールNa錠20mg「YD」","2329028F2062","","","7.2","3.8"
"ラベプラゾールNa錠20mg「杏林」","2329028F2089","","","7.2","3.8"
"ラベプラゾールNa錠20mg「サワイ」","2329028F2100","","","7.4","3.8"
"ラベプラゾールNa錠20mg「トーワ」","2329028F2119","","","7.3","3.4"
"ラベプラゾールNa塩錠20mg「オーハラ」","2329028F2143","","","7.3","3.7"
"ラベプラゾールNa塩錠20mg「明治」","2329028F2151","","","7.3","3.7"
"ラベプラゾールナトリウム錠20mg「TCK」","2329028F2194","","","7.2","3.7"
"ラベプラゾールナトリウム錠20mg「サンド」","2329028F2224","","","7.2","3.4"
"ラベプラゾールナトリウム錠20mg「日医工」","2329028F2232","","","7.3","3.5"
"ラベプラゾールNa錠20mg「ニプロ」","2329028F2305","","","7.2","3.8"
"ラベプラゾールNa錠20mg「AFP」","2329028F2313","","","7.2","3.8"
"ラベプラゾールNa錠20mg「NIG」","2329028F2330","7.2","","","3.7"
"ラベプラゾールNa錠5mg「AA」","2329028F3034","","","5.7","2.7"
"ラベプラゾールNa錠5mg「YD」","2329028F3050","","","5.7","2.7"
"ラベプラゾールNa錠5mg「杏林」","2329028F3069","","","5.7","2.7"
"ラベプラゾールNa錠5mg「サワイ」","2329028F3077","","","5.4","2.7"
"ラベプラゾールNa錠5mg「トーワ」","2329028F3093","","","5.7","2.7"
"ラベプラゾールNa塩錠5mg「明治」","2329028F3131","","","5.9","2.6"
"ラベプラゾールナトリウム錠5mg「TCK」","2329028F3158","","","5.7","2.7"
"ラベプラゾールナトリウム錠5mg「サンド」","2329028F3182","","","5.9","2.6"
"ラベプラゾールナトリウム錠5mg「日医工」","2329028F3190","","","5.4","2.7"
"ラベプラゾールNa錠5mg「ニプロ」","2329028F3204","","","5.7","2.7"
"ラベプラゾールNa錠5mg「AFP」","2329028F3220","","","5.7","2.7"
"ラベプラゾールNa錠5mg「NIG」","2329028F3239","","","5.7","2.7"
"ネキシウムカプセル10mg","2329029M1027","11.40","4.90","",""
"エソメプラゾールカプセル10mg「DSEP」","2329029M1035","11.2","","",""
"エソメプラゾールカプセル10mg「杏林」","2329029M1051","11.40","4.90","",""
"エソメプラゾールカプセル10mg「ケミファ」","2329029M1060","11.40","4.90","",""
"エソメプラゾールカプセル10mg「日新」","2329029M1094","11.40","4.90","",""
"エソメプラゾールカプセル10mg「ニプロ」","2329029M1108","11.40","4.90","",""
"ネキシウムカプセル20mg","2329029M2023","11.40","4.90","",""
"エソメプラゾールカプセル20mg「DSEP」","2329029M2031","11.2","","",""
"エソメプラゾールカプセル20mg「杏林」","2329029M2058","11.40","4.90","",""
"エソメプラゾールカプセル20mg「ケミファ」","2329029M2066","11.40","4.90","",""
"エソメプラゾールカプセル20mg「日新」","2329029M2090","11.40","4.90","",""
"エソメプラゾールカプセル20mg「ニプロ」","2329029M2104","11.40","4.90","",""
"タケキャブ錠10mg","2329030F1020","8.2","4.7","","3.4"
"タケキャブ錠20mg","2329030F2027","11.2","6.2","","3.9"
"タケキャブOD錠10mg","2329030F3023","","","8.1","3.5"
"タケキャブOD錠20mg","2329030F4020","","","10.1","4.5"
"マーズレン配合錠1.0ES","2329122F1032","","","13","4.5"
"マーズレン配合錠0.5ES","2329122F2020","","","11","3.2"
"マーズレン配合錠0.375ES","2329122F3027","","","9","3.3"
"エクセラーゼ配合錠","2339114F1034","","","10.7","5.7"
"タフマックE配合カプセル","2339149M1045","22.0","7.5","",""
"マックターゼ配合錠","2339265F1027","","","8.7","4.5"
"ミルマグ錠350mg","2344003F1038","","","10.5","4.9"
"炭酸水素ナトリウム錠500mg「VTRS」","2344005F1061","","","10","4.9"
"マグミット錠250mg","2344009F1035","","","8","4.4"
"酸化マグネシウム錠250mg「ヨシダ」","2344009F1094","","","8","4.2"
"マグミット錠330mg","2344009F2031","","","9","4.7"
"酸化マグネシウム錠330mg「ヨシダ」","2344009F2090","","","8.7","4.5"
"マグミット錠200mg","2344009F3038","","","7.5","3.4"
"酸化マグネシウム錠200mg「ヨシダ」","2344009F3046","","","7.5","3.8"
"マグミット錠500mg","2344009F4034","","","10.5","5.1"
"酸化マグネシウム錠500mg「ヨシダ」","2344009F4069","","","10","5.4"
"酸化マグネシウム錠300mg「ヨシダ」","2344009F5030","","","8.5","4.3"
"酸化マグネシウム錠400mg「ヨシダ」","2344009F6037","","","9.5","4.7"
"マグミット錠100mg","23440A0F7028","","","6","3.4"
"ヨーデルS糖衣錠−80","2354002F2028","","","6.9","4.2"
"センノシド錠12mg「YD」","2354003F2332","","","5.9","3.5"
"センノシド錠12mg「セイコー」","2354003F2340","","","7.6","4.5"
"センノシド錠12mg「クニヒロ」","2354003F2359","","","6.0","4.2"
"センノシド錠12mg「サワイ」","2354003F2367","","","5.8","3.8"
"センノシド錠12mg「トーワ」","2354003F2375","","","6.1","4.1"
"センノシド錠12mg「ツルハラ」","2354003F2383","","","6.5","3.9"
"センノシド錠12mg「TCK」","2354003F2391","","","7.6","4.5"
"センノシド錠12mg「ホリイ」","2354003F2421","","","7.6","4.5"
"センノシド錠12mg「杏林」","2354003F2456","","","7.6","4.5"
"センノシド錠12mg「NIG」","2354003F2464","","","6.5","3.6"
"グリセリン浣腸液50％「ムネ」30mL","2357701K3132","","","","37"
"グリセリン浣腸液50％「ムネ」60mL","2357701K6220","","","","42"
"グリセリン浣腸液50％「ムネ」120mL","2357701K8185","","","","49"
"グリセリン浣腸液50％「ムネ」150mL","2357701K9173","","","","55.5"
"ピコスルファートナトリウム錠2.5mg「日医工」","2359005F1226","","","6.1","3.1"
"ピコスルファートNa錠2.5mg「サワイ」","2359005F1234","","","6.0","2.4"
"ピコスルファートナトリウム錠2.5mg「ツルハラ」","2359005F1242","","","5.1","3.1"
"スインプロイク錠0.2mg","2359007F1020","","","6.5","3.5"
"グーフィス錠5mg","2359008F1025","","","6.1","3.9"
"セチロ配合錠","2359103X1034","","","8.6","4.3"
"ビサコジル坐剤2mg「日新」","2359700J1100","","","8",""
"ビサコジル坐剤10mg「日新」","2359700J2130","","","10",""
"新レシカルボン坐剤","2359800J1035","","","10.5",""
"ウルソ錠50mg","2362001F1088","","","6.0","2.4"
"ウルソデオキシコール酸錠50mg「トーワ」","2362001F1118","","","6.0","2.9"
"ウルソデオキシコール酸錠50mg「NIG」","2362001F1142","","","6.0","2.2"
"ウルソ錠100mg","2362001F2149","","","8.0","2.7"
"ウルソデオキシコール酸錠100mg「ZE」","2362001F2173","","","8.1","2.7"
"ウルソデオキシコール酸錠100mg「サワイ」","2362001F2211","","","8.0","2.8"
"ウルソデオキシコール酸錠100mg「トーワ」","2362001F2220","","","8.0","2.7"
"ウルソデオキシコール酸錠100mg「NIG」","2362001F2254","","","8.0","2.5"
"チノカプセル125","2362003M2031","15.8","5.8","",""
"スパカール錠40mg","2369003F1037","","","7.6","2.9"
"オンダンセトロンODフィルム2mg「GFP」","2391001F3023","","","","0.06"
"オンダンセトロンODフィルム4mg「GFP」","2391001F4020","","","","0.06"
"ナゼアOD錠0.1mg","2391004F1024","","","8.5","4.0"
"イメンドカプセル80mg","2391008M1021","17.8","6.0","",""
"イメンドカプセル125mg","2391008M2028","19.3","6.6","",""
"プリンペラン錠5","2399004F1200","","","6.1","2.9"
"メトクロプラミド錠5mg「ツルハラ」","2399004F1235","","","6.1","3.0"
"メトクロプラミド錠5mg「トーワ」","2399004F1251","","","6.1","2.9"
"メトクロプラミド錠5mg「NIG」","2399004F1286","","","6.1","3.0"
"ナウゼリン錠5","2399005F1027","","","6.1","3.2"
"ドンペリドン錠5mg「EMEC」","2399005F1183","","","8.0","3.2"
"ドンペリドン錠5mg「日医工」","2399005F1191","","","6.1","3.2"
"ドンペリドン錠5mg「JG」","2399005F1213","","","6.1","3.2"
"ドンペリドン錠5mg「YD」","2399005F1221","","","6.1","2.9"
"ドンペリドン錠5mg「サワイ」","2399005F1248","","","6.1","3.2"
"ドンペリドン錠5mg「ツルハラ」","2399005F1256","","","6.1","3.2"
"ドンペリドン錠5mg「トーワ」","2399005F1264","","","6.1","3.1"
"ドンペリドン錠5mg「杏林」","2399005F1272","","","6.1","2.9"
"ドンペリドン錠5mg「NIG」","2399005F1280","","","6.1","3.2"
"ナウゼリン錠10","2399005F2023","","","7.1","3.4"
"ドンペリドン錠10mg「EMEC」","2399005F2260","","","9.5","4.1"
"ドンペリドン錠10mg「日医工」","2399005F2317","","","7.1","3.1"
"ドンペリドン錠10mg「JG」","2399005F2333","","","7.1","3.4"
"ドンペリドン錠10mg「YD」","2399005F2341","","","7.1","2.8"
"ドンペリドン錠10mg「サワイ」","2399005F2350","","","7.1","3.3"
"ドンペリドン錠10mg「ツルハラ」","2399005F2376","","","6.6","2.9"
"ドンペリドン錠10mg「トーワ」","2399005F2384","","","7.1","3.1"
"ドンペリドン錠10mg「杏林」","2399005F2392","","","6.1","2.8"
"ドンペリドン錠10mg「NIG」","2399005F2406","","","7.1","3.7"
"ナウゼリンOD錠5","2399005F3020","","","6.0","2.3"
"ナウゼリンOD錠10","2399005F4026","","","7.0","2.6"
"セレキノン錠100mg","2399006F1331","","","8.0","3.5"
"トリメブチンマレイン酸塩錠100mg「ツルハラ」","2399006F1544","","","7.1","3.7"
"トリメブチンマレイン酸塩錠100mg「トーワ」","2399006F1552","","","8.1","3.4"
"トリメブチンマレイン酸塩錠100mg「サワイ」","2399006F1579","","","8.2","3.5"
"イトプリド塩酸塩錠50mg「NP」","2399008F1047","","","7.0","3.9"
"イトプリド塩酸塩錠50mg「PH」","2399008F1071","","","7.1","3.3"
"イトプリド塩酸塩錠50mg「サワイ」","2399008F1110","","","7.4","3.1"
"メサラジン錠250mg「ケミファ」","2399009F1092","","","9.5","4.8"
"ペンタサ錠250mg","2399009F1149","","","9.5","4.6"
"メサラジン徐放錠250mg「日医工P」","2399009F1181","","","9.2","5.0"
"メサラジン徐放錠250mg「トーワ」","2399009F1190","","","9.2","5.0"
"ペンタサ錠500mg","2399009F2030","17.0","7.2","","5.1"
"メサラジン錠500mg「ケミファ」","2399009F2064","17.1","7.3","","5.5"
"メサラジン徐放錠500mg「日医工P」","2399009F2170","","","18.7","5.7"
"メサラジン徐放錠500mg「トーワ」","2399009F2188","18.7","7.2","","5.7"
"アサコール錠400mg","2399009F3028","14.7","5.9","","6.5"
"メサラジン腸溶錠400mg「サワイ」","2399009F3044","","","15.3","5.3"
"ガスモチン錠2.5mg","2399010F1028","","","6.1","3.1"
"モサプリドクエン酸塩錠2.5mg「AA」","2399010F1036","","","6.2","3.3"
"モサプリドクエン酸塩錠2.5mg「DSEP」","2399010F1052","","","6.1","2.6"
"モサプリドクエン酸塩錠2.5mg「NP」","2399010F1109","","","6.2","3.3"
"モサプリドクエン酸塩錠2.5mg「TCK」","2399010F1125","","","6.1","2.8"
"モサプリドクエン酸塩錠2.5mg「TSU」","2399010F1133","","","6.1","2.7"
"モサプリドクエン酸塩錠2.5mg「YD」","2399010F1141","","","6.1","2.8"
"モサプリドクエン酸塩錠2.5mg「ZE」","2399010F1150","","","6.2","3.3"
"モサプリドクエン酸塩錠2.5mg「アメル」","2399010F1168","","","5.6","2.9"
"モサプリドクエン酸塩錠2.5mg「イセイ」","2399010F1176","","","5.7","2.9"
"モサプリドクエン酸塩錠2.5mg「杏林」","2399010F1184","","","6.1","2.8"
"モサプリドクエン酸塩錠2.5mg「サワイ」","2399010F1206","","","6.1","3.1"
"モサプリドクエン酸塩錠2.5mg「サンド」","2399010F1214","","","6.2","3.3"
"モサプリドクエン酸塩錠2.5mg「トーワ」","2399010F1230","","","6.0","3.0"
"モサプリドクエン酸塩錠2.5mg「日医工」","2399010F1249","","","6.1","3.0"
